Journal Title,eISSN,Open Access Status,Included in R&P agreement,Explanation if not included,Subject,Publisher,Agreement Duration
American Journal of Hematology,10968652,Hybrid,Y,,Hematology,Wiley,2022-2025
American Journal of Human Biology,15206300,Hybrid,Y,,Human Biology,Wiley,2022-2025
American Journal of Industrial Medicine,10970274,Hybrid,Y,,Environmental & Occupational Health,Wiley,2022-2025
American Journal of Medical Genetics Part A,15524833,Hybrid,Y,,Medical Genetics,Wiley,2022-2025
American Journal of Medical Genetics Part B: Neuropsychiatric Genetics,1552485X,Hybrid,Y,,Medical Genetics,Wiley,2022-2025
American Journal of Medical Genetics Part C: Seminars in Medical Genetics,15524876,Hybrid,Y,,Medical Genetics,Wiley,2022-2025
American Journal of Political Science,15405907,Hybrid,Y,,General & Introductory Political Science,Wiley,2022-2025
American Journal of Primatology,10982345,Hybrid,Y,,Comparative Biology (Botany & Zoology),Wiley,2022-2025
American Journal of Reproductive Immunology,16000897,Hybrid,Y,,Allergy & Clinical Immunology,Wiley,2022-2025
Anaesthesia,13652044,Hybrid,Y,,Anesthesia & Pain Management,Wiley,2022-2025
Anaesthesia Reports,26373726,Hybrid,Y,,Anesthesia & Pain Management,Wiley,2022-2025
Analyses of Social Issues and Public Policy,15302415,Hybrid,Y,,Social Psychology,Wiley,2022-2025
Analysis & Sensing,26292742,Hybrid,Y,,General Chemistry,Wiley,2022-2025
Analytic Philosophy,2153960X,Hybrid,Y,,Analytic Philosophy,Wiley,2022-2025
"Anatomia, Histologia, Embryologia",14390264,Hybrid,Y,,Anatomy & Physiology,Wiley,2022-2025
Anatomical Sciences Education,19359780,Hybrid,Y,,Anatomy & Physiology,Wiley,2022-2025
Andrology,20472927,Hybrid,Y,,Andrology,Wiley,2022-2025
Angewandte Chemie,15213757,Hybrid,Y,,General Chemistry,Wiley,2022-2025
Angewandte Chemie International Edition,15213773,Hybrid,Y,,General Chemistry,Wiley,2022-2025
Animal Conservation,14691795,Hybrid,Y,,Conservation Science,Wiley,2022-2025
Animal Genetics,13652052,Hybrid,Y,,Animal Genetics,Wiley,2022-2025
Animal Science Journal,17400929,Hybrid,Y,,Animal Breeding & Genetics,Wiley,2022-2025
Annalen der Physik,15213889,Hybrid,Y,,General Physics,Wiley,2022-2025
Annals of Anthropological Practice,21539588,Hybrid,Y,,North American Anthropology,Wiley,2022-2025
Annals of Applied Biology,17447348,Hybrid,Y,,Plant Science,Wiley,2022-2025
Annals of Human Genetics,14691809,Hybrid,Y,,Human Genetics,Wiley,2022-2025
Annals of Neurology,15318249,Hybrid,Y,,Neurology,Wiley,2022-2025
Annals of Public and Cooperative Economics,14678292,Hybrid,Y,,Public Economics,Wiley,2022-2025
Annals of the New York Academy of Sciences,17496632,Hybrid,Y,,General & Introductory Life Sciences,Wiley,2022-2025
Anthropology & Education Quarterly,15481492,Hybrid,Y,,Social & Cultural Anthropology,Wiley,2022-2025
Anthropology and Humanism,15481409,Hybrid,Y,,Anthropology Special Topics,Wiley,2022-2025
Anthropology of Consciousness,15563537,Hybrid,Y,,Anthropology of Religion,Wiley,2022-2025
Anthropology of Work Review,15481417,Hybrid,Y,,Economic & Political Anthropology,Wiley,2022-2025
Anthropology Today,14678322,Hybrid,Y,,General & Introductory Anthropology,Wiley,2022-2025
Antipode,14678330,Hybrid,Y,,General & Introductory Geography,Wiley,2022-2025
ANZ Journal of Surgery,14452197,Hybrid,Y,,Surgery & Surgical Specialties,Wiley,2022-2025
AORN Journal,18780369,Hybrid,Y,,Nursing General,Wiley,2022-2025
APMIS,16000463,Hybrid,Y,,Immunology,Wiley,2022-2025
Applied Cognitive Psychology,10990720,Hybrid,Y,,Cognitive Psychology,Wiley,2022-2025
Applied Economic Perspectives and Policy,20405804,Hybrid,Y,,Agricultural Economics & Resource Management,Wiley,2022-2025
Applied Organometallic Chemistry,10990739,Hybrid,Y,,Organic Chemistry,Wiley,2022-2025
Applied Psychology,14640597,Hybrid,Y,,Applied Psychology,Wiley,2022-2025
Applied Psychology: Health and Well-Being,17580854,Hybrid,Y,,Applied Psychology,Wiley,2022-2025
Applied Research,27024288,Hybrid,Y,,General Chemistry,Wiley,2022-2025
Applied Stochastic Models in Business and Industry,15264025,Hybrid,Y,,Business Statistics & Math,Wiley,2022-2025
Applied Vegetation Science,1654109X,Hybrid,Y,,Ecology & Organismal Biology,Wiley,2022-2025
Aquatic Conservation: Marine and Freshwater Ecosystems,10990755,Hybrid,Y,,Aquatic Ecology,Wiley,2022-2025
Arabian Archaeology and Epigraphy,16000471,Hybrid,Y,,Middle & Near Eastern Archaeology,Wiley,2022-2025
Archaeological Papers of the American Anthropological Association,15518248,Hybrid,Y,,Archaeological Methods & Theory,Wiley,2022-2025
Archaeological Prospection,10990763,Hybrid,Y,,General & Introductory Earth Sciences,Wiley,2022-2025
Archaeology in Oceania,18344453,Hybrid,Y,,General & Introductory Anthropology,Wiley,2022-2025
Archaeometry,14754754,Hybrid,Y,,Archaeological Methods & Theory,Wiley,2022-2025
Archiv der Pharmazie,15214184,Hybrid,Y,,Pharmaceutical & Medicinal Chemistry,Wiley,2022-2025
Archives of Insect Biochemistry and Physiology,15206327,Hybrid,Y,,Animal Science Methods,Wiley,2022-2025
Area,14754762,Hybrid,Y,,General & Introductory Geography,Wiley,2022-2025
Arthritis & Rheumatology,23265205,Hybrid,Y,,Rheumatology,Wiley,2022-2025
Arthritis Care & Research,21514658,Hybrid,Y,,Rheumatology,Wiley,2022-2025
Artificial Organs,15251594,Hybrid,Y,,Design of Artificial Organs,Wiley,2022-2025
Asia Pacific Journal of Human Resources,17447941,Hybrid,Y,,General & Introductory Business & Management,Wiley,2022-2025
Asia Pacific Viewpoint,14678373,Hybrid,Y,,General & Introductory Geography,Wiley,2022-2025
Asian Economic Journal,14678381,Hybrid,Y,,General & Introductory Economics,Wiley,2022-2025
Asian Economic Policy Review,17483131,Hybrid,Y,,General & Introductory Economics,Wiley,2022-2025
Asian Journal of Control,19346093,Hybrid,Y,,Control Systems Technology,Wiley,2022-2025
Asian Journal of Endoscopic Surgery,17585910,Hybrid,Y,,Surgery & Surgical Specialties,Wiley,2022-2025
Asian Journal of Organic Chemistry,21935815,Hybrid,Y,,Organic Chemistry,Wiley,2022-2025
Asian Journal of Social Psychology,1467839X,Hybrid,Y,,Social Psychology,Wiley,2022-2025
Asian Politics & Policy,19430787,Hybrid,Y,,Asian Politics,Wiley,2022-2025
Asian Social Work and Policy Review,17531411,Hybrid,Y,,Social Work,Wiley,2022-2025
Asian-Pacific Economic Literature,14678411,Hybrid,Y,,General & Introductory Economics,Wiley,2022-2025
Asia-Pacific Economic History Review,2832157X,Hybrid,Y,,Economic History,Wiley,2022-2025
Asia-Pacific Journal of Chemical Engineering,19322143,Hybrid,Y,,General & Introductory Chemical Engineering,Wiley,2022-2025
Asia-Pacific Journal of Clinical Oncology,17437563,Hybrid,Y,,Oncology & Radiotherapy,Wiley,2022-2025
Asia-Pacific Journal of Financial Studies,20416156,Hybrid,Y,,General Finance & Investments,Wiley,2022-2025
Asia-Pacific Psychiatry,17585872,Hybrid,Y,,Psychiatry,Wiley,2022-2025
Astronomische Nachrichten,15213994,Hybrid,Y,,Astronomy & Astrophysics,Wiley,2022-2025
Austral Ecology,14429993,Hybrid,Y,,Ecology & Organismal Biology,Wiley,2022-2025
Austral Entomology,20521758,Hybrid,Y,,Entomology,Wiley,2022-2025
Australasian Journal of Dermatology,14400960,Hybrid,Y,,Dermatology,Wiley,2022-2025
Australasian Journal of Ultrasound in Medicine,22050140,Hybrid,Y,,Radiology & Imaging,Wiley,2022-2025
Australasian Journal on Ageing,17416612,Hybrid,Y,,Geriatric Medicine,Wiley,2022-2025
Australian & New Zealand Journal of Statistics,1467842X,Hybrid,Y,,General & Introductory Statistics,Wiley,2022-2025
Australian Accounting Review,18352561,Hybrid,Y,,General & Introductory Accounting,Wiley,2022-2025
Australian and New Zealand Journal of Family Therapy,14678438,Hybrid,Y,,Family Therapy,Wiley,2022-2025
Australian and New Zealand Journal of Obstetrics and Gynaecology,1479828X,Hybrid,Y,,Obstetrics & Gynecology,Wiley,2022-2025
Australian Dental Journal,18347819,Hybrid,Y,,General Dentistry,Wiley,2022-2025
Australian Economic Papers,14678454,Hybrid,Y,,General & Introductory Economics,Wiley,2022-2025
Australian Endodontic Journal,17474477,Hybrid,Y,,Endodontics,Wiley,2022-2025
Australian Journal of Politics and History,14678497,Hybrid,Y,,General & Introductory Political Science,Wiley,2022-2025
Australian Journal of Public Administration,14678500,Hybrid,Y,,General & Introductory Political Science,Wiley,2022-2025
Australian Journal of Rural Health,14401584,Hybrid,Y,,Health & Health Care Special Topics,Wiley,2022-2025
Australian Journal of Social Issues,18394655,Hybrid,Y,,General & Introductory Social Policy & Welfare,Wiley,2022-2025
Australian Occupational Therapy Journal,14401630,Hybrid,Y,,Occupational Therapy,Wiley,2022-2025
Australian Veterinary Journal,17510813,Hybrid,Y,,General & Introductory Veterinary Medicine,Wiley,2022-2025
Autism Research,19393806,Hybrid,Y,,Biological Psychiatry,Wiley,2022-2025
AWWA Water Science,25778161,Hybrid,Y,,Water Resource Management,Wiley,2022-2025
Basic & Clinical Pharmacology & Toxicology,17427843,Hybrid,Y,,Pharmacology & Pharmaceutical Medicine,Wiley,2022-2025
Basin Research,13652117,Hybrid,Y,,Geology & Geophysics,Wiley,2022-2025
Batteries & Supercaps,25666223,Hybrid,Y,,Batteries & Fuel Cells,Wiley,2022-2025
Behavioral Interventions,1099078X,Hybrid,Y,,Clinical Psychology,Wiley,2022-2025
Behavioral Sciences & the Law,10990798,Hybrid,Y,,Forensic Psychology,Wiley,2022-2025
Berichte zur Wissenschaftsgeschichte,15222365,Hybrid,Y,,Process Development,Wiley,2022-2025
Biochemistry and Molecular Biology Education,15393429,Hybrid,Y,,Biochemistry,Wiley,2022-2025
Bioelectromagnetics,1521186X,Hybrid,Y,,Biophysics,Wiley,2022-2025
BioEssays,15211878,Hybrid,Y,,Cell & Molecular Biology,Wiley,2022-2025
Bioethics,14678519,Hybrid,Y,,Bioethics & Medical Ethics,Wiley,2022-2025
BioFactors,18728081,Hybrid,Y,,Biochemistry,Wiley,2022-2025
"Biofuels, Bioproducts and Biorefining",19321031,Hybrid,Y,,Bioenergy,Wiley,2022-2025
Biological Reviews,1469185X,Hybrid,Y,,General & Introductory Life Sciences,Wiley,2022-2025
Biology of the Cell,1768322X,Hybrid,Y,,Cell & Molecular Biology,Wiley,2022-2025
Biomedical Chromatography,10990801,Hybrid,Y,,Chromatography / Separation Techniques,Wiley,2022-2025
Biometrical Journal,15214036,Hybrid,Y,,Biometrics,Wiley,2022-2025
Biopharmaceutics & Drug Disposition,1099081X,Hybrid,Y,,Drug Formulation & Delivery,Wiley,2022-2025
Biopolymers,10970282,Hybrid,Y,,Biopolymers,Wiley,2022-2025
Biotechnology and Applied Biochemistry,14708744,Hybrid,Y,,Biotechnology (Life Sciences),Wiley,2022-2025
Biotechnology and Bioengineering,10970290,Hybrid,Y,,Biotechnology (Life Sciences),Wiley,2022-2025
Biotechnology Journal,18607314,Hybrid,Y,,Biotechnology (Life Sciences),Wiley,2022-2025
Biotechnology Progress,15206033,Hybrid,Y,,Biotechnology (Life Sciences),Wiley,2022-2025
Biotropica,17447429,Hybrid,Y,,Tropical Ecology,Wiley,2022-2025
Bipolar Disorders,13995618,Hybrid,Y,,Psychiatry,Wiley,2022-2025
Birth,1523536X,Hybrid,Y,,Women's Health Nursing,Wiley,2022-2025
Birth Defects Research,24721727,Hybrid,Y,,Medical Genetics,Wiley,2022-2025
BJOG: An International Journal of Obstetrics and Gynaecology,14710528,Hybrid,Y,,Obstetrics & Gynecology,Wiley,2022-2025
BJU International,1464410X,Hybrid,Y,,Urology,Wiley,2022-2025
British Educational Research Journal,14693518,Hybrid,Y,,General & Introductory Education,Wiley,2022-2025
British Journal of Clinical Pharmacology,13652125,Hybrid,Y,,Pharmacology & Pharmaceutical Medicine,Wiley,2022-2025
British Journal of Clinical Psychology,20448260,Hybrid,Y,,Clinical Psychology,Wiley,2022-2025
British Journal of Developmental Psychology,2044835X,Hybrid,Y,,Developmental Psychology,Wiley,2022-2025
British Journal of Educational Psychology,20448279,Hybrid,Y,,Educational & School Psychology,Wiley,2022-2025
British Journal of Educational Technology,14678535,Hybrid,Y,,Technology & Education (K-12),Wiley,2022-2025
British Journal of Haematology,13652141,Hybrid,Y,,Hematology,Wiley,2022-2025
British Journal of Health Psychology,20448287,Hybrid,Y,,Health & Behavioral Clinical Psychology,Wiley,2022-2025
British Journal of Industrial Relations,14678543,Hybrid,Y,,Industrial & Labor Relations,Wiley,2022-2025
British Journal of Learning Disabilities,14683156,Hybrid,Y,,Intellectual Disability,Wiley,2022-2025
British Journal of Management,14678551,Hybrid,Y,,Management,Wiley,2022-2025
British Journal of Mathematical and Statistical Psychology,20448317,Hybrid,Y,,"Psychological Methods, Research & Statistics",Wiley,2022-2025
British Journal of Pharmacology,14765381,Hybrid,Y,,Pharmacology & Pharmaceutical Medicine,Wiley,2022-2025
British Journal of Psychology,20448295,Hybrid,Y,,Psychology General,Wiley,2022-2025
British Journal of Psychotherapy,17520118,Hybrid,Y,,Psychotherapy & Counseling,Wiley,2022-2025
British Journal of Social Psychology,20448309,Hybrid,Y,,Social Psychology,Wiley,2022-2025
British Journal of Special Education,14678578,Hybrid,Y,,Special Educational Needs,Wiley,2022-2025
Bulletin of Economic Research,14678586,Hybrid,Y,,General & Introductory Economics,Wiley,2022-2025
Bulletin of Latin American Research,14709856,Hybrid,Y,,General & Introductory Geography,Wiley,2022-2025
Bulletin of the Korean Chemical Society,12295949,Hybrid,Y,,General Chemistry,Wiley,2022-2025
Bulletin of the London Mathematical Society,14692120,Hybrid,Y,,General & Introductory Mathematics,Wiley,2022-2025
Business and Society Review,14678594,Hybrid,Y,,Business & Society,Wiley,2022-2025
"Business Ethics, the Environment & Responsibility",26946424,Hybrid,Y,,Business Ethics,Wiley,2022-2025
Business Strategy and Development,25723170,Hybrid,Y,,General & Introductory Development Studies,Wiley,2022-2025
Business Strategy and the Environment,10990836,Hybrid,Y,,General & Introductory Development Studies,Wiley,2022-2025
Canadian Geographies / Les géographies canadiennes,15410064,Hybrid,Y,,General & Introductory Geography,Wiley,2022-2025
Canadian Journal of Administrative Sciences / Revue Canadienne des Sciences de l'Administration,19364490,Hybrid,Y,,Management,Wiley,2022-2025
Canadian Journal of Agricultural Economics/Revue canadienne d'agroeconomie,17447976,Hybrid,Y,,Agricultural Economics & Resource Management,Wiley,2022-2025
Canadian Journal of Economics/Revue canadienne d'économique,15405982,Hybrid,Y,,General & Introductory Economics,Wiley,2022-2025
Canadian Public Administration,17547121,Hybrid,Y,,Public Administration,Wiley,2022-2025
Canadian Review of Sociology/Revue canadienne de sociologie,1755618X,Hybrid,Y,,General Sociology,Wiley,2022-2025
Cancer,10970142,Hybrid,Y,,Oncology & Radiotherapy,Wiley,2022-2025
Cancer Cytopathology,19346638,Hybrid,Y,,Oncology & Radiotherapy,Wiley,2022-2025
Catheterization and Cardiovascular Interventions,1522726X,Hybrid,Y,,Cardiovascular Disease,Wiley,2022-2025
ce/papers,25097075,Hybrid,Y,,General & Introductory Civil Engineering & Construction,Wiley,2022-2025
Cell Biochemistry and Function,10990844,Hybrid,Y,,Cell Biology,Wiley,2022-2025
Cell Biology International,10958355,Hybrid,Y,,Cell & Molecular Biology,Wiley,2022-2025
Cereal Chemistry,19433638,Hybrid,Y,,Bakery & Cereals,Wiley,2022-2025
ChemBioChem,14397633,Hybrid,Y,,Biochemistry (Chemical Biology),Wiley,2022-2025
ChemBioEng Reviews,21969744,Hybrid,Y,,General & Introductory Chemical Engineering,Wiley,2022-2025
ChemCatChem,18673899,Hybrid,Y,,Catalysis,Wiley,2022-2025
Chemical Biology & Drug Design,17470285,Hybrid,Y,,Biochemistry,Wiley,2022-2025
Chemical Engineering & Technology,15214125,Hybrid,Y,,General & Introductory Chemical Engineering,Wiley,2022-2025
Chemie Ingenieur Technik,15222640,Hybrid,Y,,General & Introductory Chemical Engineering,Wiley,2022-2025
Chemistry - A European Journal,15213765,Hybrid,Y,,General Chemistry,Wiley,2022-2025
Chemistry - An Asian Journal,1861471X,Hybrid,Y,,General Chemistry,Wiley,2022-2025
Chemistry & Biodiversity,16121880,Hybrid,Y,,Pharmaceutical & Medicinal Chemistry,Wiley,2022-2025
ChemistrySelect,23656549,Hybrid,Y,,General Chemistry,Wiley,2022-2025
ChemKon,15213730,Hybrid,Y,,General Chemistry,Wiley,2022-2025
ChemMedChem,18607187,Hybrid,Y,,Pharmaceutical & Medicinal Chemistry,Wiley,2022-2025
CHEMNANOMAT,2199692X,Hybrid,Y,,Nanochemistry,Wiley,2022-2025
ChemPhotoChem,23670932,Hybrid,Y,,Photochemistry,Wiley,2022-2025
ChemPhysChem,14397641,Hybrid,Y,,Physical Chemistry,Wiley,2022-2025
ChemPlusChem,21926506,Hybrid,Y,,General Chemistry,Wiley,2022-2025
ChemSusChem,1864564X,Hybrid,Y,,Sustainable Chemistry & Green Chemistry,Wiley,2022-2025
ChemSystemsChem,25704206,Hybrid,Y,,General Chemistry,Wiley,2022-2025
Child & Family Social Work,13652206,Hybrid,Y,,Social Work,Wiley,2022-2025
Child Abuse Review,10990852,Hybrid,Y,,Childhood,Wiley,2022-2025
Child and Adolescent Mental Health,14753588,Hybrid,Y,,Developmental Psychology,Wiley,2022-2025
Child Development,14678624,Hybrid,Y,,Developmental Psychology,Wiley,2022-2025
Child Development Perspectives,17508606,Hybrid,Y,,Developmental Psychology,Wiley,2022-2025
"Child: Care, Health and Development",13652214,Hybrid,Y,,Family Studies General,Wiley,2022-2025
Children & Society,10990860,Hybrid,Y,,Childhood,Wiley,2022-2025
China & World Economy,1749124X,Hybrid,Y,,General & Introductory Economics,Wiley,2022-2025
Chinese Journal of Chemistry,16147065,Hybrid,Y,,General Chemistry,Wiley,2022-2025
Chirality,1520636X,Hybrid,Y,,Organic Chemistry,Wiley,2022-2025
City & Society,1548744X,Hybrid,Y,,General & Introductory Anthropology,Wiley,2022-2025
Civil Engineering Design,2625073X,Hybrid,Y,,General & Introductory Civil Engineering & Construction,Wiley,2022-2025
Cladistics,10960031,Hybrid,Y,,Evolutionary Biology,Wiley,2022-2025
"CLEAN - Soil, Air, Water",18630669,Hybrid,Y,,Environmental Chemistry,Wiley,2022-2025
Clinical & Experimental Allergy,13652222,Hybrid,Y,,Allergy & Clinical Immunology,Wiley,2022-2025
Clinical & Experimental Ophthalmology,14429071,Hybrid,Y,,Ophthalmology & Optometry,Wiley,2022-2025
Clinical Advances in Periodontics,21630097,Hybrid,Y,,General Dentistry,Wiley,2022-2025
Clinical Anatomy,10982353,Hybrid,Y,,Anatomy & Physiology,Wiley,2022-2025
Clinical and Experimental Neuroimmunology,17591961,Hybrid,Y,,Neurology,Wiley,2022-2025
Clinical and Experimental Pharmacology and Physiology,14401681,Hybrid,Y,,Pharmacology & Pharmaceutical Medicine,Wiley,2022-2025
Clinical Endocrinology,13652265,Hybrid,Y,,Endocrinology,Wiley,2022-2025
Clinical Genetics,13990004,Hybrid,Y,,Medical Genetics,Wiley,2022-2025
Clinical Implant Dentistry and Related Research,17088208,Hybrid,Y,,Implant Dentistry,Wiley,2022-2025
Clinical Obesity,17588111,Hybrid,Y,,Obesity,Wiley,2022-2025
Clinical Oral Implants Research,16000501,Hybrid,Y,,Implant Dentistry,Wiley,2022-2025
Clinical Otolaryngology,17494486,Hybrid,Y,,"Otolaryngology (Ear, Nose & Throat)",Wiley,2022-2025
Clinical Pharmacology & Therapeutics,15326535,Hybrid,Y,,Clinical Pharmacology & Therapeutics,Wiley,2022-2025
Clinical Pharmacology in Drug Development,21607648,Hybrid,Y,,Clinical Pharmacology & Therapeutics,Wiley,2022-2025
Clinical Physiology and Functional Imaging,1475097X,Hybrid,Y,,Physiology,Wiley,2022-2025
Clinical Psychology & Psychotherapy,10990879,Hybrid,Y,,Clinical Psychology,Wiley,2022-2025
Clinical Transplantation,13990012,Hybrid,Y,,Transplantation,Wiley,2022-2025
Cochrane Library* (Not eligible for APC coverage through a Transitional Deal),14651858,Hybrid,Y,,,Wiley,2022-2025
Cognitive Science,15516709,Hybrid,Y,,Cognitive Science,Wiley,2022-2025
Color Research and Application,15206378,Hybrid,Y,,Industrial Chemistry,Wiley,2022-2025
Coloration Technology,14784408,Hybrid,Y,,"Paints, Pigments, Coatings, Dyes",Wiley,2022-2025
Colorectal Disease,14631318,Hybrid,Y,,Surgery & Surgical Specialties,Wiley,2022-2025
Communications on Pure and Applied Mathematics,10970312,Hybrid,Y,,Applied Mathematics,Wiley,2022-2025
Community Dentistry and Oral Epidemiology,16000528,Hybrid,Y,,General Dentistry,Wiley,2022-2025
Comprehensive Reviews in Food Science and Food Safety,15414337,Hybrid,Y,,General & Introductory Food Science & Technology,Wiley,2022-2025
Computational Intelligence,14678640,Hybrid,Y,,General & Introductory Computer Science,Wiley,2022-2025
Computer Animation and Virtual Worlds,1546427X,Hybrid,Y,,Visualization & Computer Graphics,Wiley,2022-2025
Computer Applications In Engineering Education,10990542,Hybrid,Y,,General & Introductory Computer Science,Wiley,2022-2025
Computer Graphics Forum,14678659,Hybrid,Y,,Visualization & Computer Graphics,Wiley,2022-2025
Computer-Aided Civil and Infrastructure Engineering,14678667,Hybrid,Y,,General & Introductory Civil Engineering & Construction,Wiley,2022-2025
Concurrency and Computation: Practice and Experience,15320634,Hybrid,Y,,Programming & Software Development,Wiley,2022-2025
Conflict Resolution Quarterly,15411508,Hybrid,Y,,Negotiation & Conflict Resolution,Wiley,2022-2025
Congenital Anomalies,17414520,Hybrid,Y,,Genetics,Wiley,2022-2025
Conservation Biology,15231739,Hybrid,Y,,Conservation Science,Wiley,2022-2025
Constellations,14678675,Hybrid,Y,,General & Introductory Political Science,Wiley,2022-2025
Consumer Psychology Review,24761281,Hybrid,Y,,Business & Management Special Topics,Wiley,2022-2025
Contact Dermatitis,16000536,Hybrid,Y,,Dermatology,Wiley,2022-2025
Contemporary Accounting Research,19113846,Hybrid,Y,,Financial Accounting,Wiley,2022-2025
Contemporary Economic Policy,14657287,Hybrid,Y,,Public Economics,Wiley,2022-2025
Contributions to Plasma Physics,15213986,Hybrid,Y,,General Physics,Wiley,2022-2025
Corporate Governance: An International Review,14678683,Hybrid,Y,,Corporate Governance,Wiley,2022-2025
Corporate Social Responsibility and Environmental Management,15353966,Hybrid,Y,,General & Introductory Development Studies,Wiley,2022-2025
Counselling and Psychotherapy Research,17461405,Hybrid,Y,,Psychology General,Wiley,2022-2025
Counselor Education and Supervision,15566978,Hybrid,Y,,Psychotherapy & Counseling,Wiley,2022-2025
