Journal Title,eISSN,Open Access Status,Included in R&P agreement,Explanation if not included,Subject,Publisher,Agreement Duration
"NTM Zeitschrift für Geschichte der Wissenschaften, Technik und Medizin",1420-9144,Hybrid,Y,,History,Springer,2023-2025
Chemoecology,1423-0445,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
coloproctology,1615-6730,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Orofacial Orthopedics / Fortschritte der Kieferorthopädie,1615-6714,Hybrid,Y,,Medicine,Springer,2023-2025
Herz,1615-6692,Hybrid,Y,,Medicine,Springer,2023-2025
Clinical Neuroradiology,1869-1447,Hybrid,Y,,Medicine,Springer,2023-2025
Medizinische Klinik - Intensivmedizin und Notfallmedizin,2193-6226,Hybrid,Y,,Medicine,Springer,2023-2025
Operative Orthopädie und Traumatologie,1439-0981,Hybrid,Y,,Medicine,Springer,2023-2025
Strahlentherapie und Onkologie,1439-099X,Hybrid,Y,,Medicine,Springer,2023-2025
European Journal of Trauma and Emergency Surgery,1863-9941,Hybrid,Y,,Medicine,Springer,2023-2025
Die Anaesthesiologie,2731-6866,Hybrid,Y,,Medicine,Springer,2023-2025
Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,1437-1588,Hybrid,Y,,Medicine,Springer,2023-2025
Die Chirurgie,2731-698X,Hybrid,Y,,Medicine,Springer,2023-2025
Die Dermatologie,2731-7013,Hybrid,Y,,Medicine,Springer,2023-2025
HNO,1433-0458,Hybrid,Y,,Medicine,Springer,2023-2025
European Journal of Wood and Wood Products,1436-736X,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Die Innere Medizin,2731-7099,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Molecular Medicine,1432-1440,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Monatsschrift Kinderheilkunde,1433-0474,Hybrid,Y,,Medicine,Springer,2023-2025
Die Unfallchirurgie,2731-703X,Hybrid,Y,,Medicine,Springer,2023-2025
The Science of Nature,1432-1904,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Der Nervenarzt,1433-0407,Hybrid,Y,,Medicine,Springer,2023-2025
Die Radiologie,2731-7056,Hybrid,Y,,Medicine,Springer,2023-2025
Die Urologie,2731-7072,Hybrid,Y,,Medicine,Springer,2023-2025
Theoretical and Applied Genetics,1432-2242,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Diabetologia,1432-0428,Hybrid,Y,,Medicine,Springer,2023-2025
Mineralium Deposita,1432-1866,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Social Psychiatry and Psychiatric Epidemiology,1433-9285,Hybrid,Y,,Medicine,Springer,2023-2025
Bulletin of Environmental Contamination and Toxicology,1432-0800,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Die Gynäkologie,2731-7110,Hybrid,Y,,Medicine,Springer,2023-2025
Die Orthopädie,2731-7153,Hybrid,Y,,Medicine,Springer,2023-2025
Intensive Care Medicine,1432-1238,Hybrid,Y,,Medicine,Springer,2023-2025
Machine Vision and Applications,1432-1769,Hybrid,Y,,Computer Science,Springer,2023-2025
Arthroskopie,1434-3924,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Cryptology,1432-1378,Hybrid,Y,,Computer Science,Springer,2023-2025
AI & SOCIETY,1435-5655,Hybrid,Y,,Computer Science,Springer,2023-2025
Journal of Population Economics,1432-1475,Hybrid,Y,,Economics and Finance,Springer,2023-2025
Archive for Mathematical Logic,1432-0665,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Structural and Multidisciplinary Optimization,1615-1488,Hybrid,Y,,Engineering,Springer,2023-2025
The Astronomy and Astrophysics Review,1432-0754,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Continuum Mechanics and Thermodynamics,1432-0959,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Theoretical and Computational Fluid Dynamics,1432-2250,Hybrid,Y,,Engineering,Springer,2023-2025
Research in Engineering Design,1435-6066,Hybrid,Y,,Engineering,Springer,2023-2025
"Knee Surgery, Sports Traumatology, Arthroscopy",1433-7347,Hybrid,Y,,,Springer,2023-2025
The Annals of Regional Science,1432-0592,Hybrid,Y,,Economics and Finance,Springer,2023-2025
The International Journal of Advanced Manufacturing Technology,1433-3015,Hybrid,Y,,Engineering,Springer,2023-2025
Computational Statistics,1613-9658,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Empirical Economics,1435-8921,Hybrid,Y,,Economics and Finance,Springer,2023-2025
International Journal of Game Theory,1432-1270,Hybrid,Y,,Economics and Finance,Springer,2023-2025
Metrika,1435-926X,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Mathematical Methods of Operations Research,1432-5217,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Journal of Management Control,2191-477X,Hybrid,Y,,Business and Management,Springer,2023-2025
Journal of Geodesy,1432-1394,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Journal of Evolutionary Economics,1432-1386,Hybrid,Y,,Economics and Finance,Springer,2023-2025
International Urogynecology Journal,1433-3023,Hybrid,Y,,Medicine,Springer,2023-2025
Shock Waves,1432-2153,Hybrid,Y,,Engineering,Springer,2023-2025
Rechtsmedizin,1434-5196,Hybrid,Y,,Medicine,Springer,2023-2025
Osteoporosis International,1433-2965,Hybrid,Y,,Medicine,Springer,2023-2025
Economic Theory,1432-0479,Hybrid,Y,,Economics and Finance,Springer,2023-2025
"Applicable Algebra in Engineering, Communication and Computing",1432-0622,Hybrid,Y,,Computer Science,Springer,2023-2025
Electrical Engineering,1432-0487,Hybrid,Y,,Engineering,Springer,2023-2025
Archives of Microbiology,1432-072X,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Archives of Toxicology,1432-0738,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Archive for Rational Mechanics and Analysis,1432-0673,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Mathematische Annalen,1432-1807,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Mathematische Zeitschrift,1432-1823,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Naunyn-Schmiedeberg's Archives of Pharmacology,1432-1912,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Numerische Mathematik,0945-3245,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Psychopharmacology,1432-2072,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Theoretical Chemistry Accounts,1432-2234,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Analytical and Bioanalytical Chemistry,1618-2650,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
European Food Research and Technology,1438-2385,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Communications in Mathematical Physics,1432-0916,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Experimental Brain Research,1432-1106,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Inventiones Mathematicae,1432-1297,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Calcified Tissue International,1432-0827,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Theory of Computing Systems,1433-0490,Hybrid,Y,,Computer Science,Springer,2023-2025
Wood Science and Technology,1432-5225,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Marine Biology,1432-1793,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
European Journal of Clinical Pharmacology,1432-1041,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
manuscripta mathematica,1432-1785,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Heat and Mass Transfer,1432-1181,Hybrid,Y,,Engineering,Springer,2023-2025
The Journal of Membrane Biology,1432-1424,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Semigroup Forum,1432-2137,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Neuroradiology,1432-1920,Hybrid,Y,,Medicine,Springer,2023-2025
Acta Informatica,1432-0525,Hybrid,Y,,Computer Science,Springer,2023-2025
European Journal of Plastic Surgery,1435-0130,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Molecular Evolution,1432-1432,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Urolithiasis,2194-7236,Hybrid,Y,,Medicine,Springer,2023-2025
Archives of Environmental Contamination and Toxicology,1432-0703,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Applied Mathematics & Optimization,1432-0606,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Pediatric Cardiology,1432-1971,Hybrid,Y,,Medicine,Springer,2023-2025
Pediatric Radiology,1432-1998,Hybrid,Y,,Medicine,Springer,2023-2025
Microbial Ecology,1432-184X,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
European Biophysics Journal,1432-1017,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Immunogenetics,1432-1211,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Applied Microbiology and Biotechnology,1432-0614,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Skeletal Radiology,1432-2161,Hybrid,Y,,Medicine,Springer,2023-2025
European Journal of Nuclear Medicine and Molecular Imaging,1619-7089,Hybrid,Y,,Medicine,Springer,2023-2025
Abdominal Radiology,2366-0058,Hybrid,Y,,Medicine,Springer,2023-2025
"Cancer Immunology, Immunotherapy",1432-0851,Hybrid,Y,,Medicine,Springer,2023-2025
International Orthopaedics,1432-5195,Hybrid,Y,,Medicine,Springer,2023-2025
Behavioral Ecology and Sociobiology,1432-0762,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Aesthetic Plastic Surgery,1432-5241,Hybrid,Y,,Medicine,Springer,2023-2025
Environmental Management,1432-1009,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
World Journal of Surgery,1432-2323,Hybrid,Y,,Medicine,Springer,2023-2025
Physics and Chemistry of Minerals,1432-2021,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
CardioVascular and Interventional Radiology,1432-086X,Hybrid,Y,,Medicine,Springer,2023-2025
Irrigation Science,1432-1319,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Surgical and Radiologic Anatomy,1279-8517,Hybrid,Y,,Medicine,Springer,2023-2025
Annals of Hematology,1432-0584,Hybrid,Y,,Medicine,Springer,2023-2025
Die Psychotherapie,2731-717X,Hybrid,Y,,Medicine,Springer,2023-2025
Cancer Chemotherapy and Pharmacology,1432-0843,Hybrid,Y,,Medicine,Springer,2023-2025
Seminars in Immunopathology,1863-2300,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
The Mathematical Intelligencer,1866-7414,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Current Microbiology,1432-0991,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Journal of Mathematical Biology,1432-1416,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Informatik Spektrum,1432-122X,Hybrid,Y,,Computer Science,Springer,2023-2025
Polymer Bulletin,1436-2449,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
OR Spectrum,1436-6304,Hybrid,Y,,Business and Management,Springer,2023-2025
Die Pathologie,2731-7196,Hybrid,Y,,Medicine,Springer,2023-2025
Current Genetics,1432-0983,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Rheumatology International,1437-160X,Hybrid,Y,,Medicine,Springer,2023-2025
Plant Cell Reports,1432-203X,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Polar Biology,1432-2056,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
European Radiology,1432-1084,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Nonlinear Science,1432-1467,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Vegetation History and Archaeobotany,1617-6278,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Mammalian Genome,1432-1777,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Manuelle Medizin,1433-0466,Hybrid,Y,,Medicine,Springer,2023-2025
Coral Reefs,1432-0975,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Applied Physics A,1432-0630,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Applied Physics B,1432-0649,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Journal of Oceanology and Limnology,2523-3521,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Journal of Plant Growth Regulation,1435-8107,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
World Journal of Urology,1433-8726,Hybrid,Y,,Medicine,Springer,2023-2025
Die Ophthalmologie,2731-7218,Hybrid,Y,,Medicine,Springer,2023-2025
Experiments in Fluids,1432-1114,Hybrid,Y,,Engineering,Springer,2023-2025
Medizinrecht,1433-8629,Hybrid,Y,,Law and Criminology,Springer,2023-2025
New Generation Computing,1882-7055,Hybrid,Y,,Computer Science,Springer,2023-2025
Social Choice and Welfare,1432-217X,Hybrid,Y,,Economics and Finance,Springer,2023-2025
Journal of Classification,1432-1343,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Journal of Comparative Physiology A,1432-1351,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Journal of Comparative Physiology B,1432-136X,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Statistical Papers,1613-9798,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Constructive Approximation,1432-0940,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Engineering with Computers,1435-5663,Hybrid,Y,,Computer Science,Springer,2023-2025
Geo-Marine Letters,1432-1157,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
The Visual Computer,1432-2315,Hybrid,Y,,Computer Science,Springer,2023-2025
Graphs and Combinatorics,1435-5914,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Biology and Fertility of Soils,1432-0789,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Advances in Atmospheric Sciences,1861-9533,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Heart and Vessels,1615-2573,Hybrid,Y,,Medicine,Springer,2023-2025
Child's Nervous System,1433-0350,Hybrid,Y,,Medicine,Springer,2023-2025
Climate Dynamics,1432-0894,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Pediatric Surgery International,1437-9813,Hybrid,Y,,Medicine,Springer,2023-2025
International Journal of Colorectal Disease,1432-1262,Hybrid,Y,,Medicine,Springer,2023-2025
Zeitschrift für Gerontologie und Geriatrie,1435-1269,Hybrid,Y,,Medicine,Springer,2023-2025
Clinical Research in Cardiology,1861-0692,Hybrid,Y,,Medicine,Springer,2023-2025
Zeitschrift für Rheumatologie,1435-1250,Hybrid,Y,,Medicine,Springer,2023-2025
European Journal of Nutrition,1436-6215,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Basic Research in Cardiology,1435-1803,Hybrid,Y,,Medicine,Springer,2023-2025
Colloid and Polymer Science,1435-1536,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Rheologica Acta,1435-1528,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
"Zeitschrift für Herz-,Thorax- und Gefäßchirurgie",1435-1277,Hybrid,Y,,Medicine,Springer,2023-2025
Herzschrittmachertherapie + Elektrophysiologie,1435-1544,Hybrid,Y,,Medicine,Springer,2023-2025
Acta Neuropathologica,1432-0533,Hybrid,Y,,Medicine,Springer,2023-2025
Archives of Orthopaedic and Trauma Surgery,1434-3916,Hybrid,Y,,Medicine,Springer,2023-2025
Archives of Dermatological Research,1432-069X,Hybrid,Y,,Medicine,Springer,2023-2025
Archives of Gynecology and Obstetrics,1432-0711,Hybrid,Y,,Medicine,Springer,2023-2025
European Archives of Oto-Rhino-Laryngology,1434-4726,Hybrid,Y,,Medicine,Springer,2023-2025
European Archives of Psychiatry and Clinical Neuroscience,1433-8491,Hybrid,Y,,Medicine,Springer,2023-2025
Archive for History of Exact Sciences,1432-0657,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Lung,1432-1750,Hybrid,Y,,Medicine,Springer,2023-2025
Contributions to Mineralogy and Petrology,1432-0967,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Radiation and Environmental Biophysics,1432-2099,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Chromosoma,1432-0886,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
International Journal of Legal Medicine,1437-1596,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Neurology,1432-1459,Hybrid,Y,,Medicine,Springer,2023-2025
Graefe's Archive for Clinical and Experimental Ophthalmology,1435-702X,Hybrid,Y,,Medicine,Springer,2023-2025
Histochemistry and Cell Biology,1432-119X,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Archive of Applied Mechanics,1432-0681,Hybrid,Y,,Engineering,Springer,2023-2025
International Archives of Occupational and Environmental Health,1432-1246,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
European Journal of Applied Physiology,1439-6327,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Biological Cybernetics,1432-0770,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Langenbeck's Archives of Surgery,1435-2451,Hybrid,Y,,Medicine,Springer,2023-2025
Pflügers Archiv - European Journal of Physiology,1432-2013,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Planta,1432-2048,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Psychological Research,1430-2772,Hybrid,Y,,Behavioral Science and Psychology,Springer,2023-2025
Development Genes and Evolution,1432-041X,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Virchows Archiv,1432-2307,Hybrid,Y,,Medicine,Springer,2023-2025
Brain Structure and Function,1863-2661,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Medical Microbiology and Immunology,1432-1831,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
European Journal of Pediatrics,1432-1076,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Cancer Research and Clinical Oncology,1432-1335,Hybrid,Y,,Medicine,Springer,2023-2025
Zoomorphology,1432-234X,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Parasitology Research,1432-1955,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Molecular Genetics and Genomics,1617-4623,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Human Genetics,1432-1203,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Probability Theory and Related Fields,1432-2064,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Cell and Tissue Research,1432-0878,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Oecologia,1432-1939,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Bulletin of Volcanology,1432-0819,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Distributed Computing,1432-0452,Hybrid,Y,,Computer Science,Springer,2023-2025
Bioprocess and Biosystems Engineering,1615-7605,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Forum der Psychoanalyse,1437-0751,Hybrid,Y,,Medicine,Springer,2023-2025
Algorithmica,1432-0541,Hybrid,Y,,Computer Science,Springer,2023-2025
Discrete & Computational Geometry,1432-0444,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Dysphagia,1432-0460,Hybrid,Y,,Medicine,Springer,2023-2025
Surgical Endoscopy,1432-2218,Hybrid,Y,,Medicine,Springer,2023-2025
Computational Mechanics,1432-0924,Hybrid,Y,,Engineering,Springer,2023-2025
Pediatric Nephrology,1432-198X,Hybrid,Y,,Medicine,Springer,2023-2025
Trees,1432-2285,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Stochastic Environmental Research and Risk Assessment,1436-3259,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Ethik in der Medizin,1437-1618,Hybrid,Y,,Medicine,Springer,2023-2025
Der Schmerz,1432-2129,Hybrid,Y,,Medicine,Springer,2023-2025
International Journal of Biometeorology,1432-1254,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Plant Reproduction,2194-7961,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
"Mathematics of Control, Signals, and Systems",1435-568X,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Soft Computing,1433-7479,Hybrid,Y,,Engineering,Springer,2023-2025
BHM Berg- und Hüttenmännische Monatshefte,1613-7531,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
e & i Elektrotechnik und Informationstechnik,1613-7620,Hybrid,Y,,Engineering,Springer,2023-2025
Österreichische Wasser- und Abfallwirtschaft,1613-7566,Hybrid,Y,,Engineering,Springer,2023-2025
Wiener Klinische Wochenschrift,1613-7671,Hybrid,Y,,Medicine,Springer,2023-2025
Supportive Care in Cancer,1433-7339,Hybrid,Y,,Medicine,Springer,2023-2025
Neural Computing and Applications,1433-3058,Hybrid,Y,,Computer Science,Springer,2023-2025
Calculus of Variations and Partial Differential Equations,1432-0835,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Multimedia Systems,1432-1882,Hybrid,Y,,Computer Science,Springer,2023-2025
International Journal of Earth Sciences,1437-3262,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Journal of Gastroenterology,1435-5922,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Anesthesia,1438-8359,Hybrid,Y,,Medicine,Springer,2023-2025
Microsystem Technologies,1432-1858,Hybrid,Y,,Engineering,Springer,2023-2025
Standort,1432-220X,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Sustainability Nexus Forum,2522-5995,Hybrid,Y,,Economics and Finance,Springer,2023-2025
Mycorrhiza,1432-1890,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
"Bulletin of the Brazilian Mathematical Society, New Series",1678-7714,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Comparative Clinical Pathology,1618-565X,Hybrid,Y,,Medicine,Springer,2023-2025
European Spine Journal,1432-0932,Hybrid,Y,,Medicine,Springer,2023-2025
European Journal of Orthopaedic Surgery & Traumatology,1432-1068,Hybrid,Y,,Medicine,Springer,2023-2025
Mathematische Semesterberichte,1432-1815,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Acta Diabetologica,1432-5233,Hybrid,Y,,Medicine,Springer,2023-2025
Surgery Today,1436-2813,Hybrid,Y,,Medicine,Springer,2023-2025
Few-Body Systems,1432-5411,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Rock Mechanics and Rock Engineering,1434-453X,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Microchimica Acta,1436-5073,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Monatshefte für Mathematik,1436-5081,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Plant Systematics and Evolution,1615-6110,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Computing,1436-5057,Hybrid,Y,,Computer Science,Springer,2023-2025
Pädiatrie & Pädologie,1613-7558,Hybrid,Y,,Medicine,Springer,2023-2025
Acta Neurochirurgica,0942-0940,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Neural Transmission,1435-1463,Hybrid,Y,,Medicine,Springer,2023-2025
Meteorology and Atmospheric Physics,1436-5065,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Theoretical and Applied Climatology,1434-4483,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Archives of Virology,1432-8798,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Monatshefte für Chemie - Chemical Monthly,1434-4475,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Acta Mechanica,1619-6937,Hybrid,Y,,Engineering,Springer,2023-2025
Protoplasma,1615-6102,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Mineralogy and Petrology,1438-1168,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Journal of Economics,1617-7134,Hybrid,Y,,Economics and Finance,Springer,2023-2025
Spektrum der Augenheilkunde,1613-7523,Hybrid,Y,,Medicine,Springer,2023-2025
Applied Magnetic Resonance,1613-7507,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Amino Acids,1438-2199,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
